Número de artículo,Descripción del artículo,Código SN,Nombre SN,Válido,De fecha,Hasta fecha,Nº catálogo SN,Descripción de catálogo de SN,Cantidad,Precio especial,Moneda del precio,Descuento en %
102146,ET AMCNO PRET USA STRAIGHT A7 L32 14001660020,CN800069933,COMODIN SAS,Y,11/14/2022,,14001660020,"ETIQUETA PAPEL EXP STRAIGHT, A7 L32","5,000.00",97,COP,0
102146,ET AMCNO PRET USA STRAIGHT A7 L32 14001660020,CN800069933,COMODIN SAS,Y,11/14/2022,,14001660020,"ETIQUETA PAPEL EXP STRAIGHT, A7 L32","7,000.00",85,COP,0
102146,ET AMCNO PRET USA STRAIGHT A7 L32 14001660020,CN800069933,COMODIN SAS,Y,11/14/2022,,14001660020,"ETIQUETA PAPEL EXP STRAIGHT, A7 L32","10,000.00",70,COP,0
102147,ET AMCNO PRET USA STRAIGHT A7 L34 14001660021,CN800069933,COMODIN SAS,Y,11/14/2022,,14001660021,"ETIQUETA PAPEL EXP STRAIGHT, A7 L34","1,000.00",305,COP,0
102147,ET AMCNO PRET USA STRAIGHT A7 L34 14001660021,CN800069933,COMODIN SAS,Y,11/14/2022,,14001660021,"ETIQUETA PAPEL EXP STRAIGHT, A7 L34","2,000.00",172,COP,0
102147,ET AMCNO PRET USA STRAIGHT A7 L34 14001660021,CN800069933,COMODIN SAS,Y,11/14/2022,,14001660021,"ETIQUETA PAPEL EXP STRAIGHT, A7 L34","3,000.00",130,COP,0
102147,ET AMCNO PRET USA STRAIGHT A7 L34 14001660021,CN800069933,COMODIN SAS,Y,11/14/2022,,14001660021,"ETIQUETA PAPEL EXP STRAIGHT, A7 L34","5,000.00",97,COP,0
102147,ET AMCNO PRET USA STRAIGHT A7 L34 14001660021,CN800069933,COMODIN SAS,Y,11/14/2022,,14001660021,"ETIQUETA PAPEL EXP STRAIGHT, A7 L34","7,000.00",85,COP,0
102147,ET AMCNO PRET USA STRAIGHT A7 L34 14001660021,CN800069933,COMODIN SAS,Y,11/14/2022,,14001660021,"ETIQUETA PAPEL EXP STRAIGHT, A7 L34","10,000.00",70,COP,0
102148,ET AMCNO PRET USA RELAXED A1 L30 14001661001,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661001,"ETIQUETA PAPEL EXP RELAXED, A1 L30","1,000.00",305,COP,0
102148,ET AMCNO PRET USA RELAXED A1 L30 14001661001,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661001,"ETIQUETA PAPEL EXP RELAXED, A1 L30","2,000.00",172,COP,0
102148,ET AMCNO PRET USA RELAXED A1 L30 14001661001,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661001,"ETIQUETA PAPEL EXP RELAXED, A1 L30","3,000.00",130,COP,0
102148,ET AMCNO PRET USA RELAXED A1 L30 14001661001,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661001,"ETIQUETA PAPEL EXP RELAXED, A1 L30","5,000.00",97,COP,0
102148,ET AMCNO PRET USA RELAXED A1 L30 14001661001,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661001,"ETIQUETA PAPEL EXP RELAXED, A1 L30","7,000.00",85,COP,0
102148,ET AMCNO PRET USA RELAXED A1 L30 14001661001,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661001,"ETIQUETA PAPEL EXP RELAXED, A1 L30","10,000.00",70,COP,0
102149,ET AMCNO PRET USA RELAXED A1 L32 14001661002,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661002,"ETIQUETA PAPEL EXP RELAXED, A1 L32","1,000.00",305,COP,0
102149,ET AMCNO PRET USA RELAXED A1 L32 14001661002,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661002,"ETIQUETA PAPEL EXP RELAXED, A1 L32","2,000.00",172,COP,0
102149,ET AMCNO PRET USA RELAXED A1 L32 14001661002,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661002,"ETIQUETA PAPEL EXP RELAXED, A1 L32","3,000.00",130,COP,0
102149,ET AMCNO PRET USA RELAXED A1 L32 14001661002,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661002,"ETIQUETA PAPEL EXP RELAXED, A1 L32","5,000.00",97,COP,0
102149,ET AMCNO PRET USA RELAXED A1 L32 14001661002,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661002,"ETIQUETA PAPEL EXP RELAXED, A1 L32","7,000.00",85,COP,0
102149,ET AMCNO PRET USA RELAXED A1 L32 14001661002,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661002,"ETIQUETA PAPEL EXP RELAXED, A1 L32","10,000.00",70,COP,0
102150,ET AMCNO PRET USA RELAXED A1 L34 14001661003,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661003,"ETIQUETA PAPEL EXP RELAXED, A1 L34","1,000.00",305,COP,0
102150,ET AMCNO PRET USA RELAXED A1 L34 14001661003,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661003,"ETIQUETA PAPEL EXP RELAXED, A1 L34","2,000.00",172,COP,0
102150,ET AMCNO PRET USA RELAXED A1 L34 14001661003,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661003,"ETIQUETA PAPEL EXP RELAXED, A1 L34","3,000.00",130,COP,0
102150,ET AMCNO PRET USA RELAXED A1 L34 14001661003,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661003,"ETIQUETA PAPEL EXP RELAXED, A1 L34","5,000.00",97,COP,0
102150,ET AMCNO PRET USA RELAXED A1 L34 14001661003,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661003,"ETIQUETA PAPEL EXP RELAXED, A1 L34","7,000.00",85,COP,0
102150,ET AMCNO PRET USA RELAXED A1 L34 14001661003,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661003,"ETIQUETA PAPEL EXP RELAXED, A1 L34","10,000.00",70,COP,0
102151,ET AMCNO PRET USA RELAXED A2 L30 14001661004,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661004,"ETIQUETA PAPEL EXP RELAXED, A2 L30","1,000.00",305,COP,0
102151,ET AMCNO PRET USA RELAXED A2 L30 14001661004,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661004,"ETIQUETA PAPEL EXP RELAXED, A2 L30","2,000.00",172,COP,0
102151,ET AMCNO PRET USA RELAXED A2 L30 14001661004,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661004,"ETIQUETA PAPEL EXP RELAXED, A2 L30","3,000.00",130,COP,0
102151,ET AMCNO PRET USA RELAXED A2 L30 14001661004,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661004,"ETIQUETA PAPEL EXP RELAXED, A2 L30","5,000.00",97,COP,0
102151,ET AMCNO PRET USA RELAXED A2 L30 14001661004,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661004,"ETIQUETA PAPEL EXP RELAXED, A2 L30","7,000.00",85,COP,0
102151,ET AMCNO PRET USA RELAXED A2 L30 14001661004,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661004,"ETIQUETA PAPEL EXP RELAXED, A2 L30","10,000.00",70,COP,0
102152,ET AMCNO PRET USA RELAXED A2 L32 14001661005,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661005,"ETIQUETA PAPEL EXP RELAXED, A2 L32","1,000.00",305,COP,0
102152,ET AMCNO PRET USA RELAXED A2 L32 14001661005,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661005,"ETIQUETA PAPEL EXP RELAXED, A2 L32","2,000.00",172,COP,0
102152,ET AMCNO PRET USA RELAXED A2 L32 14001661005,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661005,"ETIQUETA PAPEL EXP RELAXED, A2 L32","3,000.00",130,COP,0
102152,ET AMCNO PRET USA RELAXED A2 L32 14001661005,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661005,"ETIQUETA PAPEL EXP RELAXED, A2 L32","5,000.00",97,COP,0
102152,ET AMCNO PRET USA RELAXED A2 L32 14001661005,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661005,"ETIQUETA PAPEL EXP RELAXED, A2 L32","7,000.00",85,COP,0
102152,ET AMCNO PRET USA RELAXED A2 L32 14001661005,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661005,"ETIQUETA PAPEL EXP RELAXED, A2 L32","10,000.00",70,COP,0
102153,ET AMCNO PRET USA RELAXED A2 L34 14001661006,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661006,"ETIQUETA PAPEL EXP RELAXED, A2 L34","1,000.00",305,COP,0
102153,ET AMCNO PRET USA RELAXED A2 L34 14001661006,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661006,"ETIQUETA PAPEL EXP RELAXED, A2 L34","2,000.00",172,COP,0
102153,ET AMCNO PRET USA RELAXED A2 L34 14001661006,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661006,"ETIQUETA PAPEL EXP RELAXED, A2 L34","3,000.00",130,COP,0
102153,ET AMCNO PRET USA RELAXED A2 L34 14001661006,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661006,"ETIQUETA PAPEL EXP RELAXED, A2 L34","5,000.00",97,COP,0
102153,ET AMCNO PRET USA RELAXED A2 L34 14001661006,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661006,"ETIQUETA PAPEL EXP RELAXED, A2 L34","7,000.00",85,COP,0
102153,ET AMCNO PRET USA RELAXED A2 L34 14001661006,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661006,"ETIQUETA PAPEL EXP RELAXED, A2 L34","10,000.00",70,COP,0
102154,ET AMCNO PRET USA RELAXED A3 L30 14001661007,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661007,"ETIQUETA PAPEL EXP RELAXED, A3 L30","1,000.00",305,COP,0
102154,ET AMCNO PRET USA RELAXED A3 L30 14001661007,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661007,"ETIQUETA PAPEL EXP RELAXED, A3 L30","2,000.00",172,COP,0
102154,ET AMCNO PRET USA RELAXED A3 L30 14001661007,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661007,"ETIQUETA PAPEL EXP RELAXED, A3 L30","3,000.00",130,COP,0
102154,ET AMCNO PRET USA RELAXED A3 L30 14001661007,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661007,"ETIQUETA PAPEL EXP RELAXED, A3 L30","5,000.00",97,COP,0
102154,ET AMCNO PRET USA RELAXED A3 L30 14001661007,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661007,"ETIQUETA PAPEL EXP RELAXED, A3 L30","7,000.00",85,COP,0
102154,ET AMCNO PRET USA RELAXED A3 L30 14001661007,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661007,"ETIQUETA PAPEL EXP RELAXED, A3 L30","10,000.00",70,COP,0
102155,ET AMCNO PRET USA RELAXED A3 L32 14001661008,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661008,"ETIQUETA PAPEL EXP RELAXED, A3 L32","1,000.00",305,COP,0
102155,ET AMCNO PRET USA RELAXED A3 L32 14001661008,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661008,"ETIQUETA PAPEL EXP RELAXED, A3 L32","2,000.00",172,COP,0
102155,ET AMCNO PRET USA RELAXED A3 L32 14001661008,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661008,"ETIQUETA PAPEL EXP RELAXED, A3 L32","3,000.00",130,COP,0
102155,ET AMCNO PRET USA RELAXED A3 L32 14001661008,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661008,"ETIQUETA PAPEL EXP RELAXED, A3 L32","5,000.00",97,COP,0
102155,ET AMCNO PRET USA RELAXED A3 L32 14001661008,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661008,"ETIQUETA PAPEL EXP RELAXED, A3 L32","7,000.00",85,COP,0
102155,ET AMCNO PRET USA RELAXED A3 L32 14001661008,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661008,"ETIQUETA PAPEL EXP RELAXED, A3 L32","10,000.00",70,COP,0
102156,ET AMCNO PRET USA RELAXED A3 L34 14001661009,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661009,"ETIQUETA PAPEL EXP RELAXED, A3 L34","1,000.00",305,COP,0
102156,ET AMCNO PRET USA RELAXED A3 L34 14001661009,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661009,"ETIQUETA PAPEL EXP RELAXED, A3 L34","2,000.00",172,COP,0
102156,ET AMCNO PRET USA RELAXED A3 L34 14001661009,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661009,"ETIQUETA PAPEL EXP RELAXED, A3 L34","3,000.00",130,COP,0
102156,ET AMCNO PRET USA RELAXED A3 L34 14001661009,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661009,"ETIQUETA PAPEL EXP RELAXED, A3 L34","5,000.00",97,COP,0
102156,ET AMCNO PRET USA RELAXED A3 L34 14001661009,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661009,"ETIQUETA PAPEL EXP RELAXED, A3 L34","7,000.00",85,COP,0
102156,ET AMCNO PRET USA RELAXED A3 L34 14001661009,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661009,"ETIQUETA PAPEL EXP RELAXED, A3 L34","10,000.00",70,COP,0
102157,ET AMCNO PRET USA RELAXED A4 L30 14001661010,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661010,"ETIQUETA PAPEL EXP RELAXED, A4 L30","1,000.00",305,COP,0
102157,ET AMCNO PRET USA RELAXED A4 L30 14001661010,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661010,"ETIQUETA PAPEL EXP RELAXED, A4 L30","2,000.00",172,COP,0
102157,ET AMCNO PRET USA RELAXED A4 L30 14001661010,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661010,"ETIQUETA PAPEL EXP RELAXED, A4 L30","3,000.00",130,COP,0
102157,ET AMCNO PRET USA RELAXED A4 L30 14001661010,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661010,"ETIQUETA PAPEL EXP RELAXED, A4 L30","5,000.00",97,COP,0
102157,ET AMCNO PRET USA RELAXED A4 L30 14001661010,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661010,"ETIQUETA PAPEL EXP RELAXED, A4 L30","7,000.00",85,COP,0
102157,ET AMCNO PRET USA RELAXED A4 L30 14001661010,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661010,"ETIQUETA PAPEL EXP RELAXED, A4 L30","10,000.00",70,COP,0
102158,ET AMCNO PRET USA RELAXED A4 L32 14001661011,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661011,"ETIQUETA PAPEL EXP RELAXED, A4 L32","1,000.00",305,COP,0
102158,ET AMCNO PRET USA RELAXED A4 L32 14001661011,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661011,"ETIQUETA PAPEL EXP RELAXED, A4 L32","2,000.00",172,COP,0
102158,ET AMCNO PRET USA RELAXED A4 L32 14001661011,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661011,"ETIQUETA PAPEL EXP RELAXED, A4 L32","3,000.00",130,COP,0
102158,ET AMCNO PRET USA RELAXED A4 L32 14001661011,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661011,"ETIQUETA PAPEL EXP RELAXED, A4 L32","5,000.00",97,COP,0
102158,ET AMCNO PRET USA RELAXED A4 L32 14001661011,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661011,"ETIQUETA PAPEL EXP RELAXED, A4 L32","7,000.00",85,COP,0
102158,ET AMCNO PRET USA RELAXED A4 L32 14001661011,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661011,"ETIQUETA PAPEL EXP RELAXED, A4 L32","10,000.00",70,COP,0
102159,ET AMCNO PRET USA RELAXED A4 L34 14001661012,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661012,"ETIQUETA PAPEL EXP RELAXED, A4 L34","1,000.00",305,COP,0
102159,ET AMCNO PRET USA RELAXED A4 L34 14001661012,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661012,"ETIQUETA PAPEL EXP RELAXED, A4 L34","2,000.00",172,COP,0
102159,ET AMCNO PRET USA RELAXED A4 L34 14001661012,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661012,"ETIQUETA PAPEL EXP RELAXED, A4 L34","3,000.00",130,COP,0
102159,ET AMCNO PRET USA RELAXED A4 L34 14001661012,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661012,"ETIQUETA PAPEL EXP RELAXED, A4 L34","5,000.00",97,COP,0
102159,ET AMCNO PRET USA RELAXED A4 L34 14001661012,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661012,"ETIQUETA PAPEL EXP RELAXED, A4 L34","7,000.00",85,COP,0
102159,ET AMCNO PRET USA RELAXED A4 L34 14001661012,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661012,"ETIQUETA PAPEL EXP RELAXED, A4 L34","10,000.00",70,COP,0
102160,ET AMCNO PRET USA RELAXED A5 L30 14001661013,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661013,"ETIQUETA PAPEL EXP RELAXED, A5 L30","1,000.00",305,COP,0
102160,ET AMCNO PRET USA RELAXED A5 L30 14001661013,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661013,"ETIQUETA PAPEL EXP RELAXED, A5 L30","2,000.00",172,COP,0
102160,ET AMCNO PRET USA RELAXED A5 L30 14001661013,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661013,"ETIQUETA PAPEL EXP RELAXED, A5 L30","3,000.00",130,COP,0
102160,ET AMCNO PRET USA RELAXED A5 L30 14001661013,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661013,"ETIQUETA PAPEL EXP RELAXED, A5 L30","5,000.00",97,COP,0
102160,ET AMCNO PRET USA RELAXED A5 L30 14001661013,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661013,"ETIQUETA PAPEL EXP RELAXED, A5 L30","7,000.00",85,COP,0
102160,ET AMCNO PRET USA RELAXED A5 L30 14001661013,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661013,"ETIQUETA PAPEL EXP RELAXED, A5 L30","10,000.00",70,COP,0
102161,ET AMCNO PRET USA RELAXED A5 L32 14001661014,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661014,"ETIQUETA PAPEL EXP RELAXED, A5 L32","1,000.00",305,COP,0
102161,ET AMCNO PRET USA RELAXED A5 L32 14001661014,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661014,"ETIQUETA PAPEL EXP RELAXED, A5 L32","2,000.00",172,COP,0
102161,ET AMCNO PRET USA RELAXED A5 L32 14001661014,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661014,"ETIQUETA PAPEL EXP RELAXED, A5 L32","3,000.00",130,COP,0
102161,ET AMCNO PRET USA RELAXED A5 L32 14001661014,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661014,"ETIQUETA PAPEL EXP RELAXED, A5 L32","5,000.00",97,COP,0
102161,ET AMCNO PRET USA RELAXED A5 L32 14001661014,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661014,"ETIQUETA PAPEL EXP RELAXED, A5 L32","7,000.00",85,COP,0
102161,ET AMCNO PRET USA RELAXED A5 L32 14001661014,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661014,"ETIQUETA PAPEL EXP RELAXED, A5 L32","10,000.00",70,COP,0
102162,ET AMCNO PRET USA RELAXED A5 L34 14001661015,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661015,"ETIQUETA PAPEL EXP RELAXED, A5 L34","1,000.00",305,COP,0
102162,ET AMCNO PRET USA RELAXED A5 L34 14001661015,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661015,"ETIQUETA PAPEL EXP RELAXED, A5 L34","2,000.00",172,COP,0
102162,ET AMCNO PRET USA RELAXED A5 L34 14001661015,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661015,"ETIQUETA PAPEL EXP RELAXED, A5 L34","3,000.00",130,COP,0
102162,ET AMCNO PRET USA RELAXED A5 L34 14001661015,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661015,"ETIQUETA PAPEL EXP RELAXED, A5 L34","5,000.00",97,COP,0
102162,ET AMCNO PRET USA RELAXED A5 L34 14001661015,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661015,"ETIQUETA PAPEL EXP RELAXED, A5 L34","7,000.00",85,COP,0
102162,ET AMCNO PRET USA RELAXED A5 L34 14001661015,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661015,"ETIQUETA PAPEL EXP RELAXED, A5 L34","10,000.00",70,COP,0
102163,ET AMCNO PRET USA RELAXED A6 L30 14001661016,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661016,"ETIQUETA PAPEL EXP RELAXED, A6 L30","1,000.00",305,COP,0
102163,ET AMCNO PRET USA RELAXED A6 L30 14001661016,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661016,"ETIQUETA PAPEL EXP RELAXED, A6 L30","2,000.00",172,COP,0
102163,ET AMCNO PRET USA RELAXED A6 L30 14001661016,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661016,"ETIQUETA PAPEL EXP RELAXED, A6 L30","3,000.00",130,COP,0
102163,ET AMCNO PRET USA RELAXED A6 L30 14001661016,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661016,"ETIQUETA PAPEL EXP RELAXED, A6 L30","5,000.00",97,COP,0
102163,ET AMCNO PRET USA RELAXED A6 L30 14001661016,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661016,"ETIQUETA PAPEL EXP RELAXED, A6 L30","7,000.00",85,COP,0
102163,ET AMCNO PRET USA RELAXED A6 L30 14001661016,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661016,"ETIQUETA PAPEL EXP RELAXED, A6 L30","10,000.00",70,COP,0
102164,ET AMCNO PRET USA RELAXED A6 L32 14001661017,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661017,"ETIQUETA PAPEL EXP RELAXED, A6 L32","1,000.00",305,COP,0
102164,ET AMCNO PRET USA RELAXED A6 L32 14001661017,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661017,"ETIQUETA PAPEL EXP RELAXED, A6 L32","2,000.00",172,COP,0
102164,ET AMCNO PRET USA RELAXED A6 L32 14001661017,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661017,"ETIQUETA PAPEL EXP RELAXED, A6 L32","3,000.00",130,COP,0
102164,ET AMCNO PRET USA RELAXED A6 L32 14001661017,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661017,"ETIQUETA PAPEL EXP RELAXED, A6 L32","5,000.00",97,COP,0
102164,ET AMCNO PRET USA RELAXED A6 L32 14001661017,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661017,"ETIQUETA PAPEL EXP RELAXED, A6 L32","7,000.00",85,COP,0
102164,ET AMCNO PRET USA RELAXED A6 L32 14001661017,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661017,"ETIQUETA PAPEL EXP RELAXED, A6 L32","10,000.00",70,COP,0
102165,ET AMCNO PRET USA RELAXED A6 L34 14001661018,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661018,"ETIQUETA PAPEL EXP RELAXED, A6 L34","1,000.00",305,COP,0
102165,ET AMCNO PRET USA RELAXED A6 L34 14001661018,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661018,"ETIQUETA PAPEL EXP RELAXED, A6 L34","2,000.00",172,COP,0
102165,ET AMCNO PRET USA RELAXED A6 L34 14001661018,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661018,"ETIQUETA PAPEL EXP RELAXED, A6 L34","3,000.00",130,COP,0
102165,ET AMCNO PRET USA RELAXED A6 L34 14001661018,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661018,"ETIQUETA PAPEL EXP RELAXED, A6 L34","5,000.00",97,COP,0
102165,ET AMCNO PRET USA RELAXED A6 L34 14001661018,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661018,"ETIQUETA PAPEL EXP RELAXED, A6 L34","7,000.00",85,COP,0
102165,ET AMCNO PRET USA RELAXED A6 L34 14001661018,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661018,"ETIQUETA PAPEL EXP RELAXED, A6 L34","10,000.00",70,COP,0
102166,ET AMCNO PRET USA RELAXED A7 L30 14001661019,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661019,"ETIQUETA PAPEL EXP RELAXED, A7 L30","1,000.00",305,COP,0
102166,ET AMCNO PRET USA RELAXED A7 L30 14001661019,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661019,"ETIQUETA PAPEL EXP RELAXED, A7 L30","2,000.00",172,COP,0
102166,ET AMCNO PRET USA RELAXED A7 L30 14001661019,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661019,"ETIQUETA PAPEL EXP RELAXED, A7 L30","3,000.00",130,COP,0
102166,ET AMCNO PRET USA RELAXED A7 L30 14001661019,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661019,"ETIQUETA PAPEL EXP RELAXED, A7 L30","5,000.00",97,COP,0
102166,ET AMCNO PRET USA RELAXED A7 L30 14001661019,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661019,"ETIQUETA PAPEL EXP RELAXED, A7 L30","7,000.00",85,COP,0
102166,ET AMCNO PRET USA RELAXED A7 L30 14001661019,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661019,"ETIQUETA PAPEL EXP RELAXED, A7 L30","10,000.00",70,COP,0
102167,ET AMCNO PRET USA RELAXED A7 L32 14001661020,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661020,"ETIQUETA PAPEL EXP RELAXED, A7 L32","1,000.00",305,COP,0
102167,ET AMCNO PRET USA RELAXED A7 L32 14001661020,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661020,"ETIQUETA PAPEL EXP RELAXED, A7 L32","2,000.00",172,COP,0
102167,ET AMCNO PRET USA RELAXED A7 L32 14001661020,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661020,"ETIQUETA PAPEL EXP RELAXED, A7 L32","3,000.00",130,COP,0
102167,ET AMCNO PRET USA RELAXED A7 L32 14001661020,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661020,"ETIQUETA PAPEL EXP RELAXED, A7 L32","5,000.00",97,COP,0
102167,ET AMCNO PRET USA RELAXED A7 L32 14001661020,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661020,"ETIQUETA PAPEL EXP RELAXED, A7 L32","7,000.00",85,COP,0
102167,ET AMCNO PRET USA RELAXED A7 L32 14001661020,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661020,"ETIQUETA PAPEL EXP RELAXED, A7 L32","10,000.00",70,COP,0
102168,ET AMCNO PRET USA RELAXED A7 L34 14001661021,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661021,"ETIQUETA PAPEL EXP RELAXED, A7 L34","1,000.00",305,COP,0
102168,ET AMCNO PRET USA RELAXED A7 L34 14001661021,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661021,"ETIQUETA PAPEL EXP RELAXED, A7 L34","2,000.00",172,COP,0
102168,ET AMCNO PRET USA RELAXED A7 L34 14001661021,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661021,"ETIQUETA PAPEL EXP RELAXED, A7 L34","3,000.00",130,COP,0
102168,ET AMCNO PRET USA RELAXED A7 L34 14001661021,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661021,"ETIQUETA PAPEL EXP RELAXED, A7 L34","5,000.00",97,COP,0
102168,ET AMCNO PRET USA RELAXED A7 L34 14001661021,CN800069933,COMODIN SAS,Y,11/14/2022,,14001661021,"ETIQUETA PAPEL EXP RELAXED, A7 L34","7,000.00",85,COP,0
